,tweet,tweet_clean
11189,RT USER USER Hrsnya kita malu di Indonesia baru ada gubenur cina,hrsnya kita malu di indonesia baru ada gubenur cina
11190,USER brengsek loe lama lama..jd ber politik',brengsek loe lama lama jd ber politik
11191,"USER Ini kadang yg membuat aku sedih tapi gemesh. Dari kedua sisi sama aja, mereka teraduk, difensif dan saling bela buta. Adukan ini kadang membuat aku entah bagaimana kebayang masa itu....\n\nMasa tenang tau tau ada bombardir senapan dan sesu",ini kadang yg membuat aku sedih tapi gemesh dari kedua sisi sama aja mereka teraduk difensif dan saling bela buta adukan ini kadang membuat aku entah bagaimana kebayang masa itu masa tenang tau tau ada bombardir senapan dan sesu
11192,Masih mau ganti Presiden?; #2019tetapjokowi,masih mau ganti presiden
11193,USER Udah ga pusing lagi? Ayo ntar fc monyet',udah ga pusing lagi ayo ntar fc monyet
11194,USER USER x relevant. Muslim tapi buat kerja kafir yg terkutuk',x relevant muslim tapi buat kerja kafir yg terkutuk
11195,antek-antek ORBA hobi gunakan isu PKI. kejahatan ORBA memberikan kpd asing kekayaan alam kita Seperti Freeport kpd AS kerjanya mertua Prabowo,antek antek orba hobi gunakan isu pki kejahatan orba memberikan kpd asing kekayaan alam kita sepei freepo kpd as kerjanya meua prabowo
11196,Jadi yang ante aseng itu dah ngemeng belum soal import bawang putih??\n\nOh tentu tidak kan sama junjugannya',jadi yang ante aseng itu dah ngemeng belum soal impo bawang putih oh tentu tidak kan sama junjugannya
11197,USER ; Polisi sebagai alat kekuasaan rezim ; #2019GantiPresiden,polisi sebagai alat kekuasaan rezim
11198,USER USER Saat nya kita lihat. Mana suara yg menuduh pak USER antek asing\n\nJd kita tau kan sebenarnya...\n\nMrk lah yg sekarang ribut2 nyerang pak Dhe dg kebeehasilan merebut 51% dari Freeport..\n\nITULAH ANTEK ASING\n\nBahkan disuruh m,saat nya kita lihat mana suara yg menuduh pak antek asing jd kita tau kan sebenarnya mrk lah yg sekarang ribut  nyerang pak dhe dg kebeehasilan merebut    dari freepo itulah antek asing bahkan disuruh m
11199,Cina bukit ajak membawang yall \xf0\x9f\x98\x82',cina bukit ajak membawang yall
11200,"misal bikin 3 besar gubernur paling berprestasi, itulah yg dipilih rakyat, dgn mekanisme itu siapapun gubernur yg jelas prestasiny nyata bukan hasil pencitraan bisa jd pres dan pasti bukan melulu org jawa.",misal bikin   besar gubernur paling berprestasi itulah yg dipilih rakyat dgn mekanisme itu siapapun gubernur yg jelas prestasiny nyata bukan hasil pencitraan bisa jd pres dan pasti bukan melulu org jawa
11201,Ya itu namanya cawgub goblok gak ngerti peraturan debat....kelihatan bego dan liciknya itu sandiaga uno.,ya itu namanya cawgub goblok gak ngei peraturan debat kelihatan bego dan liciknya itu sandiaga uno
11202,"USER USER USER Golongan kaum bani kampret seperti katak dalam tempurung, teriak tong kosong, kampanye ganti presiden tapi tak tau nama pengganti nya siapa, menjual rongsokan tak bernilai, congor kampret nya yg gede'",golongan kaum bani kampret sepei katak dalam tempurung teriak tong kosong kampanye ganti presiden tapi tak tau nama pengganti nya siapa menjual rongsokan tak bernilai congor kampret nya yg gede
11203,Kapan USER bikin film bakar2 Sekolahan buat pencitraan pak USER URL,kapan bikin film bakar  sekolahan buat pencitraan pak url
11204,USER Ulama cebong... Wajah suram',ulama cebong wajah suram
11205,USER USER bola mata nya lumayan gede tapi bentuk mata nya sipit begituuu SINI KASIH AKU DOLLAR',bola mata nya lumayan gede tapi bentuk mata nya sipit begituuu sini kasih aku dollar
11206,"Band metal maen di acara akustik emang pintar sih. Yang penting manggung terus. Tetap produktif. berak sehelm, cebok segelas'",band metal maen di acara akustik emang pintar sih yang penting manggung terus tetap produktif berak sehelm cebok segelas
11207,"USER USER Anjir gue juga lupa sih, kelewatan bener asw jarinya. Sampe gue mute, pokoknya dia sadar gue mute. Uke pokoknya, terakhir jadi Bella kalo ga salah dnnya?'",anjir gue juga lupa sih kelewatan bener asw jarinya sampe gue mute pokoknya dia sadar gue mute uke pokoknya terakhir jadi bella kalo ga salah dnnya
11208,NURUL ARIFIN INGIN MENGHIDUPKAN KEMBALI BUDAYA SUNDA:,nurul arifin ingin menghidupkan kembali budaya sunda
11209,"Itu lohhh yg dilakuin oppa oppa koriya, tapi banyak yg bilang oppa koriya banci tapi masa banci ikut militeran 2 tahun :) URL",itu lohhh yg dilakuin oppa oppa koriya tapi banyak yg bilang oppa koriya banci tapi masa banci ikut militeran   tahun url
11210,Ada Orang tionghwa yang mengunakan izazah palsu.\n\nlalu ngaku tokoh masyarakat tionghwa sesungguhnya dia adalah sampah di Tg. Pinang.\n\nagama Kristen tapi sering di wihara itu nama nya Munafiq bagi Muslem.',ada orang tionghwa yang mengunakan izazah palsu lalu ngaku tokoh masyarakat tionghwa sesungguhnya dia adalah sampah di tg pinang agama kristen tapi sering di wihara itu nama nya munafiq bagi muslem
11211,"USER Giliran berita yg kayak gini para cebonk bermunculan dr kolam, tp kemarin saat presiden kita dihina kalian para cebonk pura2 tuli dan bisu,,, ternyata cinta kalian palsu..'",giliran berita yg kayak gini para cebonk bermunculan dr kolam tp kemarin saat presiden kita dihina kalian para cebonk pura  tuli dan bisu ternyata cinta kalian palsu
11212,"RT USER: Niatnya mandi bareng, eh ngentot juga URL",niatnya mandi bareng eh ngentot juga url
11213,Ih gila Nirina bego banget.',ih gila nirina bego banget
11214,USER USER Komunis anjing wkwkw',komunis anjing wkwkw
11215,"Prabowo Subianto ""calon presiden Abadi"" Gagal maju URL",prabowo subianto calon presiden abadi gagal maju url
11216,USER Pertamina rugi\nBPJS rugi\nGaruda rugi\nPLN rugi\nMayoritas BUMN rugi\nJalan tol pada ambruk\nBensin mahal\nListrik mahal\nPajak mencekik\nTelor mahal\nDaging mahal\nBeras impor\nGaram Impor\nCangkul impor\nTKA asing merajalela\n\nPRESTAS,peamina rugi bpjs rugi garuda rugi pln rugi mayoritas bumn rugi jalan tol pada ambruk bensin mahal listrik mahal pajak mencekik telor mahal daging mahal beras impor garam impor cangkul impor tka asing merajalela prestas
11217,"Zaman SBY Biaya Makan Sekeluarga dalam Sehari Cukup Rp 50.000. Zaman Sekarang Rp 120.000 sd Rp 150.000 Baru Cukup. Gaji PNS Sudah 4 Tahun Tidak Naik.; Kasihan Nasib Rakyat yg Gajinya Rata2 Dua Juta sd 3 Juta. ; Mumet Mereka.; Mungkin Mrk Berdoa:""Oh, Lamany",zaman sby biaya makan sekeluarga dalam sehari cukup rp        zaman sekarang rp         sd rp         baru cukup gaji pns sudah   tahun tidak naik kasihan nasib rakyat yg gajinya rata  dua juta sd   juta mumet mereka mungkin mrk berdoa oh lamany
11218,RT USER: USER USER Dasar..kunyuk nih nyariduit..modal nipu..bangsat Abu..',dasar kunyuk nih nyariduit modal nipu bangsat abu
11219,USER USER USER Masak imej TKI selalu seperti itu. Diaspora kita dahsyat2 lho....',masak imej tki selalu sepei itu diaspora kita dahsyat  lho
11220,"Bajingan...bangsat... lo bukan siapa-siapa, kok sombong banget!!!!'",bajingan bangsat lo bukan siapa siapa kok sombong banget
11221,"Mantan itu perlu di kasi bunga biar lebih so sweet dikit, bunga bangke maksudnya :|'",mantan itu perlu di kasi bunga biar lebih so sweet dikit bunga bangke maksudnya
11222,Allah boleh buat kedudukan kau dari setinggi langit sehingga sehina longkang busuk yang dipandang jijik oleh semua orang',allah boleh buat kedudukan kau dari setinggi langit sehingga sehina longkang busuk yang dipandang jijik oleh semua orang
11223,USER brengsek lu gua tak mau di sontot sama sofil',brengsek lu gua tak mau di sontot sama sofil
11224,USER USER USER Wajah anak lo Kliatan Bgt ya!! Penuh dendam dan kebencian! Pasti anak anak lo makan dari hasil uang haram. Bapaknya kayak lo!! Banci dan rumpi!!! Lo ngatain gue makan tai?? Nah lo dan istri serta anak anak dan ortu lo makan bangke uang haram,wajah anak lo kliatan bgt ya penuh dendam dan kebencian pasti anak anak lo makan dari hasil uang haram bapaknya kayak lo banci dan rumpi lo ngatain gue makan tai nah lo dan istri sea anak anak dan ou lo makan bangke uang haram
11225,"Semakin kagum dg Gubernur rasa Presiden ini...luarr biasa smart,brilian,lugas,tegas...dan ga perlu pura2 nge-tes staff nya.",semakin kagum dg gubernur rasa presiden ini luarr biasa sma brilian lugas tegas dan ga perlu pura  nge tes staff nya
11226,RT USER: USER Apa ga bosen bergaya monoton dr tahun atu sampe 2018 kok gaya jualan CITRA dgn pasang wajah melas terus rakyat sj\xe2\x80\xa6',apa ga bosen bergaya monoton dr tahun atu sampe      kok gaya jualan citra dgn pasang wajah melas terus rakyat sj
11227,Tiga kali berturut-turut tdk melaksanakan shalatjumat sudah termasuk golongan org kafir.\n#KemuliaanHariJumat',tiga kali beurut turut tdk melaksanakan shalatjumat sudah termasuk golongan org kafir
11228,"..apalagi disela2 meja atau lemari tempat nyelempit begitu juga hrs berkali2 disapu, biar ga buat tempat bernaung kecoa atau dibuat tempat eek cicak :('",apalagi disela  meja atau lemari tempat nyelempit begitu juga hrs berkali  disapu biar ga buat tempat bernaung kecoa atau dibuat tempat eek cicak
11229,USER USER Tmbh songong aja di bencong halu...g usah di beritain opo min...',tmbh songong aja di bencong halu g usah di beritain opo min
11230,USER woi elah ngakak terus sih anjir hari ini WKKW',woi elah ngakak terus sih anjir hari ini wkkw
11231,dekalarasi pilkada 2018 aman dan anti hoax karyawan bank BRI jabon,dekalarasi pilkada      aman dan anti hoax karyawan bank bri jabon
11232,Gak cuma 2 anak Papua yg digendong tapi 8000 rebu anak Papua dijadikan anak asuh USER. ð???ð???ð???ð??? ; ;,gak cuma   anak papua yg digendong tapi      rebu anak papua dijadikan anak asuh d d d d
11233,"USER USER Jadi ingat Tanah Abang, Trotoar dan Sampah...'",jadi ingat tanah abang trotoar dan sampah
11234,Pengusaha Media Sosial Harus Dipastikan Kenetralannya dalam Pilkada dan Pilpres,pengusaha media sosial harus dipastikan kenetralannya dalam pilkada dan pilpres
11235,"USER dengar kabar, Newmont NTB dilacurkan ke Cina ?\nApakah itu benar ??'",dengar kabar newmont ntb dilacurkan ke cina apakah itu benar
11236,"Personil Provost Polsek Pringsewu Kota Bripka Viktor I., Patroli Keamanan Objek vital di jalan kesehatan dan menyampaikan pesan Kamtibmas kepada petugas parkir Kopdit Gentiaras Pringsewu",personil provost polsek pringsewu kota bripka viktor i patroli keamanan objek vital di jalan kesehatan dan menyampaikan pesan kamtibmas kepada petugas parkir kopdit gentiaras pringsewu
11237,Siapa bilang ekonomi Indonesia baik-baik saja ???,siapa bilang ekonomi indonesia baik baik saja
11238,"USER Gua prnh ni jaman SMA, ketinggalan bis sekolah jadi naik bis umum, trus posisi gua berdiri dr pertama naik ampe turun. Pas lagi berdiri pantat gua di toel2in anjiiiing. Karna gua gak lemah lembut kaya elu, itu tangannya diem2 lgsg gua cengk",gua prnh ni jaman sma ketinggalan bis sekolah jadi naik bis umum trus posisi gua berdiri dr peama naik ampe turun pas lagi berdiri pantat gua di toel in anjiiiing karna gua gak lemah lembut kaya elu itu tangannya diem  lgsg gua cengk
11239,USER USER Nanti umpetin setan loh. Mending mabar sudoku aja deh?',nanti umpetin setan loh mending mabar sudoku aja deh
11240,USER Jonru ini di lindungi sama kelompok prabowo subianto cs polisi aja gk berani menghukum orang ini dan bebas pergi kmna mna,jonru ini di lindungi sama kelompok prabowo subianto cs polisi aja gk berani menghukum orang ini dan bebas pergi kmna mna
11241,"Karna kondisi udah malem gw udah letih. Kalo capek mood juga gak keruan kan. Gw jadi merasa tertantang. Abangnya udah mayan jauh, mana kondisi jalan padet banyak mobil dan motor, tp entah setan mana yg bikin gw emosi, gw pun ngebut slusap slusup.'",karna kondisi udah malem gw udah letih kalo capek mood juga gak keruan kan gw jadi merasa teantang abangnya udah mayan jauh mana kondisi jalan padet banyak mobil dan motor tp entah setan mana yg bikin gw emosi gw pun ngebut slusap slusup
11242,"Pd Bagian belakang trsusun kata â??Indonesiaâ?? diatas warna dasar bendera Indonesia,Merah Putih dg mnyematkn kberagamn budaya dstiap hrufny yaitu:; ; Tarian Saman,Kain Sasirangan khas Banjarmasin,Tarian yg brasal dr Bali, Wayang Kulit,Barong,Lompat Batu dr Ni",pd bagian belakang trsusun kata a indonesiaa diatas warna dasar bendera indonesia merah putih dg mnyematkn kberagamn budaya dstiap hrufny yaitu tarian saman kain sasirangan khas banjarmasin tarian yg brasal dr bali wayang kulit barong lompat batu dr ni
11243,USER Saya belo kok ga sipit',saya belo kok ga sipit
11244,USER WKWKWKW LAHIRAN BOONGAN OCHU\xf0\x9f\x98\xad yg hamil sipit/?',wkwkwkw lahiran boongan ochu yg hamil sipit
11245,"RT USER: Sebagai melayu kita haruslah meletakkan dosa pada tempatnya, sebagai contoh yang paling utama ialah tudung. Sewajarnya kita tek\xe2\x80\xa6'",sebagai melayu kita haruslah meletakkan dosa pada tempatnya sebagai contoh yang paling utama ialah tudung sewajarnya kita tek
11246,akibat tidak memiliki ilmu itu akan menjadi penyebab bisnis dan investasi beresiko tinggi,akibat tidak memiliki ilmu itu akan menjadi penyebab bisnis dan investasi beresiko tinggi
11247,"""Pengetahuan tidak dapat menggantikan persahabatan. Aku (Patrick) lebih suka jadi idiot daripada kehilanganmu (Spongebob)'",pengetahuan tidak dapat menggantikan persahabatan aku patrick lebih suka jadi idiot daripada kehilanganmu spongebob
11248,USER USER banyak cocot. diem aja lu. komplotan tkng ngalus ama pelakor aja lu dukung',banyak cocot diem aja lu komplotan tkng ngalus ama pelakor aja lu dukung
11249,USER USER USER Eet dah...MD3 ITU WAKIL PEMERINTAH JUGA HADIR DAN IKUT MEMBAHAS....dah sana cuci kaki dan belajar lagi ya...',eet dah md  itu wakil pemerintah juga hadir dan ikut membahas dah sana cuci kaki dan belajar lagi ya
11250,"Belajarlah dari BABI NGEPET, kalau malam\ncuma pakai lilin =&gt; Hemat listrik.'",belajarlah dari babi ngepet kalau malam cuma pakai lilin hemat listrik
11251,"Sebenarnya khan bisa ditetapkn sbg kawasan cagar budaya, lalu buat peraturan, rmh gadang didlm kawasn tdk boleh dirubh fungsi",sebenarnya khan bisa ditetapkn sbg kawasan cagar budaya lalu buat peraturan rmh gadang didlm kawasn tdk boleh dirubh fungsi
11252,"""Ah lu udah dibayarin ke luar negeri masih aja ngeluh dasar nggak bersyukur"" \n\nKntl'",ah lu udah dibayarin ke luar negeri masih aja ngeluh dasar nggak bersyukur kntl
11253,USER KALO ITU GW JUGA TAU + GAK NANYA BOLOT',kalo itu gw juga tau gak nanya bolot
11254,USER BUBARKAN DPR .....TAK ADA MANFAATNYA ...! MENGHAMBAT KEMAJUAN PENEGAKKAN HUKUM NKRI,bubarkan dpr tak ada manfaatnya menghambat kemajuan penegakkan hukum nkri
11255,Di dlm tubuh PKS ada koreng yg harus di Obati...klo Gak akan semakin Menggerogoti PKS...\xf0\x9f\x98\xaa\xf0\x9f\x98\xaa URL,di dlm tubuh pks ada koreng yg harus di obati klo gak akan semakin menggerogoti pks url
11256,Statement lain: ?Presiden diktator?.; Diulang2 lg oleh kelompok tertentu.; Lo punya smartphone kan? Harusnya lo smart.; Liat ciri2 negara yg dikuasai diktator: Korea Utara.; Googling semua keadaan di sana.; Silakan bandingkan dengan Indonesia.; Masuk akal,statement lain presiden diktator diulang  lg oleh kelompok teentu lo punya smaphone kan harusnya lo sma liat ciri  negara yg dikuasai diktator korea utara googling semua keadaan di sana silakan bandingkan dengan indonesia masuk akal
11257,Maklum rezim anti islam URL,maklum rezim anti islam url
11258,USER USER USER fuck teroris budha myanmar.,fuck teroris budha myanmar
11259,USER Astaghfirullah Jahatnya Rezim',astaghfirullah jahatnya rezim
11260,\xe2\x80\x9cyang menyebabkan agama itu cacat ialah hawa nafsu.\xe2\x80\x9d - HR Asysyihaa,yang menyebabkan agama itu cacat ialah hawa nafsu hr asysyihaa
11261,"Ramos yang aku pandang idola dahulu, sekarang dah ku anggap jijik babi kmk'",ramos yang aku pandang idola dahulu sekarang dah ku anggap jijik babi kmk
11262,ð???PAGELARAN BUDAYA MINANGKABAU 2018ð???; .; .; Event Terspektakuler dan Terbesar yang dinantikanâ?¦,d pagelaran budaya minangkabau     d event terspektakuler dan terbesar yang dinantikana
11263,"USER Semenjak di bego2in ama ustadz felix,ni orang bukannya makin baik... tp tolol nya makin menjadi... mungkin kebanyakan ngejilat tokai'",semenjak di bego in ama ustadz felix ni orang bukannya makin baik tp tolol nya makin menjadi mungkin kebanyakan ngejilat tokai
11264,"USER Belum lagi Nabi Muhammad seorang pedagang, Nabi bahkan dalam catatan sejarah pernah ke syam. Bahkan suku badui aja punya kebiasaan mengenakan sarung. Ente kira makkah dan madinah deket? Pake onta zaman itu?'",belum lagi nabi muhammad seorang pedagang nabi bahkan dalam catatan sejarah pernah ke syam bahkan suku badui aja punya kebiasaan mengenakan sarung ente kira makkah dan madinah deket pake onta zaman itu
11265,Apakah ini HOAX?? colek USER USER USER,apakah ini hoax colek
11266,USER Y JGN MAU DOI CUMAN PENCITRAAN AJA APLOT APLOT GITU DIHHH DI PERSONAL NYA SALTY IN JIUN MULU SOMPRET',y jgn mau doi cuman pencitraan aja aplot aplot gitu dihhh di personal nya salty in jiun mulu sompret
